date,time,temperature,humidity,pressure,lux,oxidizing,reducing,nh3
07/30/21,11:43:57,22.50142391990521,94.33843134700204,695.4252496090006,614.49255,16813.23877068558,891692.3076923084,110486.4864864865
07/30/21,11:43:58,28.216535007345737,55.99799830382401,991.649235125181,793.40635,16899.40828402367,877333.3333333335,110937.6693766938
07/30/21,11:44:00,28.184173242133898,56.32105387500971,991.6443592013983,797.1315,16985.781990521325,877333.3333333335,111847.41144414168
07/30/21,11:44:01,28.18907653917704,56.18919909386426,991.638554310398,782.2309,16985.781990521325,863402.9850746285,111847.41144414168
07/30/21,11:44:02,28.210977935759388,56.1058483736697,991.6439846302459,880.0089,17072.360616844602,877333.3333333335,113230.76923076928
07/30/21,11:44:03,28.249877443763488,55.626876803485786,991.6372085987272,888.9348,17246.1355529132,891692.3076923084,114637.11911357344
07/30/21,11:44:04,28.299891120567576,55.310155253373374,991.6292037836723,893.5822,17333.333333333336,906500.0000000013,116067.03910614527
07/30/21,11:44:05,28.352519920320265,55.11349333652793,991.6336054034757,884.23225,17420.7389749702,906500.0000000013,117033.70786516859
07/30/21,11:44:06,28.399591666803826,54.95865882871802,991.621026751613,890.83445,17508.35322195704,906500.0000000013,118011.29943502827
07/30/21,11:44:07,28.426723309167414,54.86931205814656,991.6194583813874,889.6726,17596.176821983277,906500.0000000013,119000.00000000006
07/30/21,11:44:08,28.4901394676481,54.68481451858469,991.6170716485057,885.3941,17684.21052631579,906500.0000000013,120504.29799426938
07/30/21,11:44:09,28.554209444409594,54.53031050874416,991.6240539499314,889.6726,17772.45508982036,921777.7777777796,121521.61383285304
07/30/21,11:44:10,28.618606352816368,54.309659607649415,991.6214755069815,883.25485,17949.579831932777,921777.7777777796,123069.76744186044
07/30/21,11:44:11,28.683983969936616,54.191132523464724,991.6270972955152,885.57855,18038.461538461543,921777.7777777796,124116.95906432752
07/30/21,11:44:12,28.73824742668221,54.13840981141254,991.6305948342003,887.7178,18127.557160048134,921777.7777777796,125176.47058823527
07/30/21,11:44:13,28.79316469191108,53.93538335755789,991.6334162039587,890.83445,18127.557160048134,921777.7777777796,125176.47058823527
07/30/21,11:44:14,28.842524880301266,53.92458046518606,991.6326602879059,890.83445,18216.86746987952,921777.7777777796,126248.5207100592
07/30/21,11:44:15,28.896788428576134,53.94396362774531,991.6411513285472,877.26115,18396.135265700483,921777.7777777796,127880.59701492538
07/30/21,11:44:16,28.953340232103166,53.90927624201998,991.6464654027102,879.1608,18396.135265700483,921777.7777777796,128431.13772455092
07/30/21,11:44:17,28.97785692050568,53.92191028077981,991.6474962307049,884.97005,18486.09431680774,921777.7777777796,128984.98498498504
07/30/21,11:44:18,29.02231386512069,53.868867569757626,991.6441520141119,879.5297,18576.27118644068,921777.7777777796,128984.98498498504
07/30/21,11:44:19,29.05925237186102,53.78554846475645,991.6342056683756,884.97005,18576.27118644068,906500.0000000013,129542.16867469878
07/30/21,11:44:20,29.101748017041245,53.606075792925196,991.6345190076962,886.1319,18576.27118644068,906500.0000000013,129542.16867469878
07/30/21,11:44:21,29.14522435083966,53.46870718588685,991.6296347762695,887.1093,18486.09431680774,891692.3076923084,129542.16867469878
07/30/21,11:44:22,29.187393144938778,53.349331072323814,991.6294275716236,883.99265,18486.09431680774,906500.0000000013,130102.71903323264
07/30/21,11:44:23,29.230542628251804,53.28412447586654,991.6374355781865,807.4227,18576.27118644068,906500.0000000013,131234.04255319154
07/30/21,11:44:25,29.277614814457866,53.243073526648764,991.6397615674838,760.6178,18666.666666666668,921777.7777777796,132379.20489296637
07/30/21,11:44:26,29.313245859970106,53.129502406899675,991.647874755816,819.07735,18757.281553398057,921777.7777777796,132379.20489296637
07/30/21,11:44:27,29.347896247459563,52.961694051643725,991.6511140494912,806.24185,18757.281553398057,906500.0000000013,132957.05521472395
07/30/21,11:44:28,29.36227943092383,52.980080789964916,991.6481855456149,799.76895,18757.281553398057,891692.3076923084,132957.05521472395
07/30/21,11:44:29,29.38941135117784,53.07101729783518,991.6548941051644,861.01425,18757.281553398057,906500.0000000013,132957.05521472395
07/30/21,11:44:30,29.41425504406252,53.03544548075916,991.654709860091,412.3974,18757.281553398057,906500.0000000013,133538.4615384616
07/30/21,11:44:31,29.43909874351375,52.81316280576021,991.6629093754791,562.14675,18848.116646415554,906500.0000000013,134123.45679012345
07/30/21,11:44:32,29.480940778485092,53.15740562186799,991.6655028580349,558.6612,18939.172749391728,906500.0000000013,134712.0743034056
07/30/21,11:44:33,29.525071069926184,53.21261996342432,991.6615600935962,548.9975,19030.45066991474,906500.0000000013,134712.0743034056
07/30/21,11:44:34,29.57148962106005,53.37632428860576,991.657788882185,536.7705,19121.951219512197,906500.0000000013,135900.3115264798
07/30/21,11:44:35,29.621830892567438,53.491952444189934,991.6600684593166,546.85825,19121.951219512197,906500.0000000013,135900.3115264798
07/30/21,11:44:36,29.658442743325782,53.36628925418391,991.6646180725118,608.1017,19121.951219512197,891692.3076923084,135304.347826087
07/30/21,11:44:37,29.684267182348503,53.05355960209338,991.6592099513576,596.53835,19121.951219512197,891692.3076923084,134712.0743034056
07/30/21,11:44:38,29.699631092475123,53.090059846049556,991.662808905735,597.88465,19121.951219512197,877333.3333333335,134712.0743034056
07/30/21,11:44:39,29.731993379468623,53.40414405135908,991.6708511941484,551.77955,19213.675213675215,891692.3076923084,134712.0743034056
07/30/21,11:44:40,29.768605273136927,53.151878492861286,991.6669949876216,510.7649,19213.675213675215,891692.3076923084,134712.0743034056
07/30/21,11:44:41,29.80162136804868,52.561909135793236,991.6642915718079,558.8438,19305.62347188264,906500.0000000013,135304.347826087
07/30/21,11:44:42,29.83725261220252,52.375772151914425,991.6572310971383,652.7502,19305.62347188264,906500.0000000013,135900.3115264798
07/30/21,11:44:43,29.87321076219814,52.55137331402197,991.6657749779374,339.45945,19305.62347188264,891692.3076923084,135304.347826087
07/30/21,11:44:44,29.902957969409933,52.937877160593935,991.6630436534092,721.98015,19305.62347188264,877333.3333333335,134712.0743034056
07/30/21,11:44:45,29.932705186036127,52.76367881240529,991.6670226013276,704.12835,19305.62347188264,891692.3076923084,134712.0743034056
07/30/21,11:44:46,29.964740660623647,53.33114996823713,991.6694962020435,532.25055,19213.675213675215,863402.9850746285,134123.45679012345
07/30/21,11:44:47,29.991872754783277,53.16294380872012,991.6711084462747,554.3637,19213.675213675215,863402.9850746285,133538.4615384616
07/30/21,11:44:49,30.004621572815903,52.92805772800472,991.6773663835667,464.6788,19305.62347188264,877333.3333333335,134123.45679012345
07/30/21,11:44:50,30.031753678487462,52.53060803790147,991.6772957973708,497.26575,19305.62347188264,906500.0000000013,134712.0743034056
07/30/21,11:44:51,30.061174042885455,52.82677175308352,991.6807556212266,486.9194,19397.79681762546,877333.3333333335,134712.0743034056
07/30/21,11:44:52,30.09059441649208,52.706776897112654,991.6808542869118,524.9467,19490.196078431374,906500.0000000013,135900.3115264798
07/30/21,11:44:53,30.12589887697543,52.043916513807524,991.6833186490298,528.9856,19490.196078431374,921777.7777777796,135900.3115264798
07/30/21,11:44:54,30.154992377525286,51.79710025212484,991.676188387432,310.7441,19675.675675675677,921777.7777777796,137103.4482758621
07/30/21,11:44:55,30.187354821300893,51.65892703080724,991.6757802332269,323.2487,19675.675675675677,921777.7777777796,137103.4482758621
07/30/21,11:44:56,30.218082808531676,51.502590176714605,991.6778821388184,254.98445,19675.675675675677,906500.0000000013,137103.4482758621
07/30/21,11:44:57,30.241619145970457,51.684106274069514,991.6839916814112,236.8515,19768.757687576875,906500.0000000013,137710.6918238994
07/30/21,11:44:58,30.26417480821292,51.648321948870425,991.6869059794249,237.9774,19768.757687576875,906500.0000000013,137103.4482758621
07/30/21,11:44:59,30.285422900783693,51.55818077870145,991.6794024755928,239.57735,19768.757687576875,906500.0000000013,137103.4482758621
